title,type,description,release_year,age_certification,runtime,imdb_score,imdb_votes
Lost Girls,MOVIE,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",2020,R,95,6.1,21040
We Can Be Heroes,MOVIE,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",2020,PG,97,4.7,14401
Grand Army,SHOW,"The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.",2020,TV-MA,52,7.5,6279
Violet Evergarden: The Movie,MOVIE,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",2020,PG,140,8.3,5631
The I-Land,SHOW,"When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.",2019,TV-MA,40,4.6,16918
Killer Inside: The Mind of Aaron Hernandez,SHOW,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",2020,TV-MA,67,7.4,16649
Skylines,SHOW,"In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.",2019,TV-MA,60,7.5,2627
Paddleton,MOVIE,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,2019,R,89,7.1,13419
Inside Bill's Brain: Decoding Bill Gates,SHOW,"This three-part documentary tells Bill Gatesâ€™ life story, in-depth and unfiltered, as he pursues unique solutions to some of the worldâ€™s most complex problems.",2019,TV-14,50,7.9,10776
Vampires vs. the Bronx,MOVIE,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,2020,PG-13,86,5.7,9627
Song Exploder,SHOW,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,2020,TV-MA,27,7.4,758
Chambers,SHOW,"Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",2019,TV-MA,44,6.4,8380
"The Mind, Explained",SHOW,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",2019,TV-14,21,8.0,5230
The Chef Show,SHOW,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",2019,TV-MA,26,8.199999999999998,5025
The Last Czars,SHOW,A Chronicled look at the fall of the Romanov dynasty in Russia.,2019,TV-MA,45,7.3,8096
The Life Ahead,MOVIE,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",2020,PG-13,94,6.8,14021
Darwin's Game,SHOW,"Sudou Kaname, an ordinary high school student, receives an invitation email to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",2020,TV-14,23,7.3,2284
How to Sell Drugs Online (Fast),SHOW,"How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, theyâ€™re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",2019,TV-MA,32,7.9,30734
Biohackers,SHOW,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,2020,TV-MA,42,6.8,9346
Project Power,MOVIE,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",2020,R,111,6.0,83973
Fear City: New York vs The Mafia,SHOW,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",2020,TV-MA,52,7.1,7215
Gentefied,SHOW,The Morales cousins scramble to save their grandfather's taco shop - and pursue their own dreams - as gentrification shakes up their LA neighborhood.,2020,TV-MA,30,7.3,2641
Hotel Del Luna,SHOW,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2019,TV-14,80,8.199999999999998,7832
The Baker and the Beauty,SHOW,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.,2020,TV-14,44,7.5,4160
Her Private Life,SHOW,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",2019,TV-14,74,7.7,3665
Rim of the World,MOVIE,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",2019,PG,99,5.2,23651
Control Z,SHOW,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant SofÃ­a works to uncover his/her identity.",2020,TV-MA,36,6.9,8235
Power Rangers Beast Morphers,SHOW,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",2019,TV-Y7,23,6.5,585
Death of Me,MOVIE,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her.",2020,R,95,4.4,6041
Capitani,SHOW,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",2019,TV-MA,28,6.6,4355
The Best of Enemies,MOVIE,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",2019,PG-13,133,7.3,16441
Home for Christmas,SHOW,The constant comments on single life of 30 year old Johanne and society's expectations of the perfect family Christmas finally gets to her. Johanne starts a 24 day hunt for a partner to bring home for Christmas.,2019,TV-MA,29,7.7,13670
Quicksand,SHOW,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",2019,TV-MA,46,7.5,21077
"Sex, Explained",SHOW,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2020,TV-MA,22,6.9,3177
Hubie Halloween,MOVIE,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and itâ€™s up to Hubie to save Halloween.",2020,PG-13,103,5.2,47588
Rainbow High,SHOW,7 girls at Rainbow High must face challenges and learn to flaunt their true colors.,2020,TV-Y,6,6.4,116
Ju-On: Origins,SHOW,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,2020,TV-MA,29,6.1,4467
Ala Vaikunthapurramuloo,MOVIE,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.",2020,PG-13,165,7.5,14839
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,Kimmy's a famous author and she's about to marry a prince! But first she has to foil the Reverend's evil plot. It's your move: What should Kimmy do next?,2020,PG-13,80,7.0,5211
Special,SHOW,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,2019,TV-MA,26,7.6,9202
Exhibit A,SHOW,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",2019,TV-14,36,6.3,1030
Itaewon Class,SHOW,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",2020,TV-MA,69,8.199999999999998,12030
Turn Up Charlie,SHOW,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,2019,TV-MA,26,7.1,7251
The Disappearance of Madeleine McCann,SHOW,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",2019,TV-14,59,6.6,10286
Floor is Lava,SHOW,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.",2020,TV-Y7,30,5.3,2135
Ride Like a Girl,MOVIE,"The story of Michelle Payne, the first female jockey to win the Melbourne Cup.",2019,PG,98,7.0,3865
Miss Americana,MOVIE,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",2020,R,85,7.4,19151
Dave Chappelle: Sticks & Stones,MOVIE,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",2019,R,65,8.4,25687
The Babysitter: Killer Queen,MOVIE,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",2020,R,142,5.8,37462
To All the Boys: P.S. I Still Love You,MOVIE,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2020,PG-13,102,6.0,37072
The Forty-Year-Old Version,MOVIE,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",2020,R,123,7.2,4940
Detention,SHOW,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the schoolâ€™s haunting.",2020,TV-MA,49,6.3,496
Triple Threat,MOVIE,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",2019,R,96,5.6,11115
The Willoughbys,MOVIE,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",2020,PG,92,6.3,17878
Kengan Ashura,SHOW,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",2019,TV-MA,24,8.0,4719
Abyss,SHOW,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover theyâ€™ve come back to life in new bodies they donâ€™t recognize.",2019,TV-14,61,7.1,2131
Tall Girl,MOVIE,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",2019,PG,101,5.2,23071
The Trials of Gabriel Fernandez,SHOW,A boyâ€™s brutal murder and the public trials of his guardians and social workers prompt questions about the systemâ€™s protection of vulnerable children.,2020,TV-MA,55,8.1,10982
Gameboys,SHOW,"Teenage streamer Cairo is caught off guard when he receives a video call from a new online rival called Gavreel. He is even more surprised when the handsome stranger asks him out.

Can two gamers make romance work during the COVID-19 pandemic lockdown, or will it be game over for their love story?",2020,TV-14,22,8.5,1066
Black Space,SHOW,An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,2020,TV-MA,46,6.7,1758
Spinning Out,SHOW,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",2020,TV-MA,50,7.6,13692
Dolly Parton's Heartstrings,SHOW,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",2019,TV-14,67,7.6,2107
The Bonfire of Destiny,SHOW,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.",2019,TV-MA,50,7.6,4442
2 Hearts,MOVIE,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",2020,PG-13,100,6.2,3365
Indian Matchmaking,SHOW,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",2020,TV-14,35,6.2,3049
Audrey,MOVIE,"An intimate look at Audrey Hepburn's life, with access to exclusive never-before-seen footage from her family's personal collection, providing an unprecedented and insightful view on Audrey, her life and her dreams, aspirations and her everlasting legacy.",2020,PG,100,7.1,1867
High Seas,SHOW,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,2019,TV-MA,45,6.8,7154
Wasp Network,MOVIE,"Havana, Cuba, 1990. RenÃ© GonzÃ¡lez, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",2019,R,128,5.9,10136
Julie and the Phantoms,SHOW,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,2020,TV-G,2,8.4,9461
Ghosts of War,MOVIE,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,2020,R,94,5.5,9701
Someone Has to Die,SHOW,"The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.",2020,TV-MA,50,6.3,4718
The Perfect Date,MOVIE,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019,PG-13,93,5.8,37913
Bigfoot Family,MOVIE,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",2020,G,97,5.8,2609
The Uncanny Counter,SHOW,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020,TV-14,64,8.0,5552
Barbie: Princess Adventure,MOVIE,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",2020,G,72,5.4,442
This Changes Everything,MOVIE,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",2019,PG,97,7.6,1507
Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020,TV-MA,47,7.3,11586
V Wars,SHOW,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,6.1,13531
The Naked Director,SHOW,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,2019,TV-MA,51,7.7,6052
Friendsgiving,MOVIE,"Molly and Abbey, along with their crew of close friends and acquaintances, host a dysfunctional, comical and chaotic Thanksgiving dinner.",2020,R,95,4.4,2782
Poms,MOVIE,A woman moves into a retirement community and starts a cheerleading squad with her fellow residents.,2019,PG-13,91,6.0,6085
The Baby-Sitters Club,SHOW,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",2020,TV-G,27,7.3,3786
The Letter for the King,SHOW,"Tiuri, a teenage squire, answers a call for help that sends him on a perilous mission across the three kingdoms to deliver a secret letter to the King.",2020,TV-PG,47,5.9,7376
Close,MOVIE,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",2019,R,95,5.7,24063
Making The Witcher,MOVIE,"Journey into the extraordinary world of ""The Witcher"" â€” from casting the roles to Jaskier's catchy song â€” in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",2020,PG-13,32,6.8,442
Black Dog,SHOW,"Ko Ha-Neul dreamed of becoming a teacher, due to a teacher who helped her when she was young. Ko Ha-Neul now begins work as a temporary teacher at a private high school. While working there, she interacts with many people, including teachers Park Sung-Soon and Do Yeon-Woo. Both of whom are dedicated to their teaching jobs. Meanwhile, Ko Ha-Neul faces different problems at the school. As she works through those problems, Ko Ha-Neul grows as a person and a teacher.",2019,TV-14,80,7.7,129
Tiny Pretty Things,SHOW,"Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.",2020,TV-MA,56,5.9,9115
No Good Nick,SHOW,"A family finds their lives turned upside down when a young, street-smart grifter shows up on their doorstep, claiming to be a distant relative.",2019,TV-PG,30,6.0,2843
Stand by Me Doraemon 2,MOVIE,"She and her beloved Shizuka are finally married! Nobita's childhood dream was supposed to come true on his wedding day, but for some reason, Nobita doesn't show up... One of the most popular episodes from the original story transcends time and space, and leads to Nobita's future. Doraemon and Nobita's great adventure begins in order to fulfill his grandmother's wish to see his bride at first sight. This is a story of tears and bonds, set in the past, present and future.",2020,PG,96,7.7,3594
Persona,SHOW,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,2019,TV-MA,22,6.6,1164
Cuties,MOVIE,"Amy, an 11-year-old girl, joins a group of dancers named â€œthe cutiesâ€ at school, and rapidly grows aware of her burgeoning femininityâ€”upsetting her mother and her values in the process.",2020,NC-17,96,3.3,30030
BNA,SHOW,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",2020,TV-14,23,7.2,2478
Carmen Sandiego,SHOW,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",2019,TV-Y7,23,7.9,5557
The Liberator,SHOW,The true story of one of the bloodiest battles of World War II.,2020,TV-MA,49,7.6,5942
Trial by Media,SHOW,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020,TV-MA,62,7.1,3096
Connected,SHOW,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",2020,TV-14,44,7.5,1704
PokÃ©mon: Mewtwo Strikes Back - Evolution,MOVIE,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created PokÃ©mon who wants to do battle.",2019,PG,98,5.7,5384
Love Alarm,SHOW,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",2019,TV-MA,49,6.8,5262
The Stand In,MOVIE,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.",2020,R,101,4.7,3380
The Boys in the Band,MOVIE,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020,R,121,6.8,14938
The Eddy,SHOW,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020,TV-MA,58,7.1,2908
Love & Anarchy,SHOW,A married consultant and a young IT tech kick off a flirty game that challenges societal norms â€” and leads them to re-evaluate their entire lives.,2020,TV-MA,29,7.4,7896
Let It Snow,MOVIE,"When a huge blizzard (that doesn't show signs of stopping) hits, Gracetown is completely snowed in. But even though it's cold outside, things are heating up inside, proving that Christmas is magical when it comes to love.",2019,PG-13,93,5.8,21515
The Decline,MOVIE,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",2020,R,83,6.0,8675
The Mess You Leave Behind,SHOW,"Based on the novel of the same name winner of the Primavera award 2016. Raquel, a young literature teacher, gives her marriage a second chance and moves to her husband's birth town, which hides a dark secret she will try to unravel.",2020,TV-MA,45,6.8,8848
Lying and Stealing,MOVIE,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at 2 of his ""jobs"". She has her own problems but helps him.",2019,R,100,5.4,5596
Carole & Tuesday,SHOW,"Fifty years have passed since mankind began migrating to the new frontier: Mars. It's an age where most culture is produced by AI, and people are content to be passive consumers.  There's a girl. Scrapping a living in the metropolis of Alba City, she's working part time while trying to become a musician. She's always felt like something is missing. Her name is Carole.There's a girl. Born to a wealthy family in the provincial town of Herschel City, she dreams of becoming a musician, but nobody around her understands. She feels like the loneliest person in the world. Her name is Tuesday.

A chance meeting brings them together. They want to sing. They want to make music. Together, they feel like they just might have a chance. The two of them may only create a tiny wave. But that wave will eventually grow into something larger...",2019,TV-PG,23,7.8,1979
Vampires,SHOW,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",2020,TV-MA,40,5.6,1234
Becoming,MOVIE,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",2020,PG,89,6.8,6305
The Trial,SHOW,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",2019,TV-MA,50,7.2,3032
Athlete A,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020,PG-13,104,7.6,10544
Killer Ratings,SHOW,"The true-life story of Brazilian TV host Wallace Souza, who was accused of literally killing for ratings, and using his crime TV show to cover up the grizzly truth.",2019,TV-MA,50,7.6,1671
Japan Sinks: 2020,SHOW,"Based on Sakyo Komatsu's 1973 bestseller sci-fi novel ""Japan Sinks."" The story is set right after the 2020 Tokyo Summer Olympics, and follows the fate of the four members of the Muto family, including the protagonist girl Ayumu and her younger brother Gou.",2020,TV-MA,26,6.4,2922
Lenox Hill,SHOW,From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,2020,TV-MA,50,8.699999999999998,2276
The AlcÃ sser Murders,SHOW,True crime documentary examining one of the most controversial crimes in Spanish history.,2019,TV-MA,61,7.1,2127
The Lost Husband,MOVIE,"Trying to put her life back together after the death of her husband, Libby and her children move to her estranged Aunt's goat farm in central Texas.",2020,PG-13,109,6.1,4578
The Possessed,SHOW,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends.",2020,TV-MA,9,5.7,882
The Wedding Guest,MOVIE,"Jay is a man with a secret who travels from Britain to Pakistan to attend a weddingâ€”armed with duct tape, a shotgun, and a plan to kidnap the bride-to-be. Jay and his hostage end up on the run across the border and through the railway stations, back alleys, and black markets of New Delhi.",2019,R,94,5.8,5480
Then Came You,MOVIE,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,2019,PG-13,93,6.9,12356
Kevin Hart: Don't F**k This Up,SHOW,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",2019,TV-MA,40,6.4,2009
Touch Your Heart,SHOW,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",2019,TV-MA,63,7.7,3046
Vagabond,SHOW,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",2019,TV-MA,61,8.199999999999998,7544
Otherhood,MOVIE,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",2019,R,100,6.1,11048
Jingle Jangle: A Christmas Journey,MOVIE,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",2020,PG,122,6.5,18274
Love 101,SHOW,"In 1990s Turkey, a group of teenage outcasts band together to make their beloved teacher fall in love so she'll have a reason to stay in town with them.",2020,TV-14,46,7.5,13797
Lovestruck in the City,SHOW,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",2020,TV-14,30,7.7,2129
Hospital Playlist,SHOW,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,2020,TV-14,90,8.8,4836
How to Fix a Drug Scandal,SHOW,"The four-part docuseries revolves around Amherst, Massachusetts, drug lab chemist Sonja Farak who became addicted to the narcotics she was supposed to be testing. In covering her tracks, Farak falsified thousands of results and opened the door to overturning hundreds of wrongful convictions.",2020,TV-MA,53,7.0,3232
Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,5.6,3927
Dream Home Makeover,SHOW,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",2020,TV-G,27,5.5,1078
Ricky Zoom,SHOW,"From Entertainment One comes Ricky Zoom, a CGI preschool series about a red motorbike named Ricky. Along with his bike buddies, Ricky races around the sports track, tries new stunts at the park, and zooms into adventures.",2019,TV-Y,12,6.3,90
The Barrier,SHOW,"In 2045, Spain like the rest of the western world has been driven into a dictatorial regime by the lack of natural resources. Life in the countryside is impossible, and in the city a fence divides peoples into the powerful, and the rest.",2020,TV-MA,52,6.8,3447
Ashley Garcia: Genius in Love,SHOW,15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,2020,TV-PG,30,6.8,1183
Earthquake Bird,MOVIE,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",2019,R,107,5.9,14154
The Playbook,SHOW,Coaches with championship rÃ©sumÃ©s share their personal rules for success in sports and life in this reflective and inspiring documentary series.,2020,TV-MA,44,7.4,1360
Cut Throat City,MOVIE,"Four boyhood friends return to New Orleansâ€™ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.",2020,R,123,4.8,2521
Family Business,SHOW,"After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana cafÃ©.",2019,TV-MA,47,7.4,3907
Tigertail,MOVIE,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,2020,PG,91,6.6,3540
Knock Down the House,MOVIE,"In 2018, a young bartender in the Bronx, a coal minerâ€™s daughter in West Virginia, a grieving mother in Nevada and a registered nurse in Missouri join a movement of insurgent candidates challenging powerful incumbents in Congress. Without political experience or corporate money, these four women are attempting to do what many consider impossible.",2019,PG,86,7.1,12418
We Are the Champions,SHOW,"Explore the quirkiest, most charming, and oddly inspirational competitions you never knew existed, and the determined, passionate, and incredibly skilled competitors who put it all on the line to become heroes in their own extraordinary worlds.",2020,TV-MA,29,7.1,1379
My First First Love,SHOW,"Due to various personal reasons, a group of Yun Tae-oâ€™s friends move into his house, where they experience love, friendship, and everything in between.",2019,TV-PG,52,7.5,2163
Alien Worlds,SHOW,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",2020,TV-PG,44,6.5,3509
AJ and the Queen,SHOW,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",2020,TV-14,52,7.4,7961
"Breakfast, Lunch & Dinner",SHOW,"Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",2019,TV-MA,44,6.7,1045
Mythomaniac,SHOW,"Burned out and taken for granted, a working mom suspects her partner is cheating, so to win back his attentions, she feigns a medical diagnosis.",2019,TV-MA,46,6.7,1274
